farmer_id,region,primary_crop,farm_size_ha,years_experience,household_size,mobile_money,market_access,irrigation,education_level,prev_loan,has_secondary_crop,yield_stability,income_est_usd,loan_amount_usd,repay_probability,loan_repaid
GH01119,Upper East,Rice,2.41,9,7,1,0,0,2,0,1,0.366,1348,1376,0.4959,0
GH01120,Eastern,Plantain,1.35,11,2,1,1,0,1,0,1,1.0,800,1025,0.7575,1
GH01121,Eastern,Cassava,1.67,12,3,1,1,0,2,0,0,0.807,830,723,0.8522,1
GH01122,Brong-Ahafo,Yam,1.64,15,5,0,1,0,1,0,1,0.938,1900,1259,0.7269,1
GH01123,Upper West,Yam,2.6,27,3,1,0,0,1,0,0,0.749,2416,3482,0.4454,0
GH01124,Northern,Rice,1.41,31,8,0,0,0,1,0,1,0.697,1445,2005,0.4558,0
GH01125,Central,Cassava,1.39,5,9,1,1,0,1,0,0,0.813,457,258,0.5318,1
GH01126,Northern,Yam,7.23,40,8,1,0,0,1,0,1,0.648,8570,9801,0.661,0
GH01127,Western,Cassava,3.52,12,4,1,1,0,0,0,1,0.687,1623,1747,0.8401,1
GH01128,Eastern,Plantain,1.07,25,6,0,1,0,0,0,0,0.899,580,626,0.5825,0
GH01129,Western,Cassava,2.72,23,4,1,1,0,0,0,0,0.636,1547,2006,0.5638,1
GH01130,Central,Maize,1.98,4,4,0,0,0,1,0,0,0.766,396,439,0.5357,1
GH01131,Ashanti,Cocoa,2.4,38,6,0,1,0,3,0,1,0.958,2031,1872,0.8968,1
GH01132,Brong-Ahafo,Rice,2.01,3,7,1,1,0,2,1,0,0.808,1756,2310,0.6316,1
GH01133,Eastern,Cocoa,4.19,13,3,1,0,0,3,0,0,0.713,3026,1869,0.7852,1
GH01134,Brong-Ahafo,Rice,2.32,22,5,1,1,0,1,0,1,0.643,2024,2257,0.8317,1
GH01135,Ashanti,Maize,1.74,6,10,0,1,0,1,0,1,0.717,495,565,0.4666,1
GH01136,Volta,Cassava,3.78,8,5,1,1,0,2,1,1,0.786,2316,3114,0.903,1
GH01137,Volta,Maize,2.15,5,10,1,1,0,2,0,1,0.8,540,809,0.5303,0
GH01138,Upper West,Yam,1.98,37,13,1,0,0,2,0,0,0.658,2330,2258,0.4617,1
GH01139,Brong-Ahafo,Rice,2.27,23,6,0,0,0,2,1,1,0.665,2049,1806,0.4449,1
GH01140,Brong-Ahafo,Maize,1.71,30,4,0,1,0,2,0,1,0.779,458,468,0.5851,1
GH01141,Ashanti,Maize,1.83,10,8,0,1,0,2,0,1,0.823,695,758,0.7437,1
GH01142,Upper East,Maize,1.21,27,4,0,0,0,2,0,1,0.604,366,423,0.468,0
GH01143,Western,Cocoa,1.08,13,4,1,1,0,3,0,1,1.0,792,505,0.7022,1
GH01144,Eastern,Plantain,0.91,2,8,1,0,0,3,0,1,0.883,511,452,0.5229,1
GH01145,Ashanti,Plantain,0.69,9,5,0,1,0,1,0,1,0.902,340,253,0.542,1
GH01146,Northern,Maize,0.98,34,4,0,0,0,0,0,0,0.765,337,117,0.4727,0
GH01147,Central,Maize,1.61,5,7,1,1,0,0,0,1,0.858,445,459,0.9015,1
GH01148,Eastern,Cocoa,1.96,15,7,1,0,0,0,1,0,0.791,1610,2173,0.6368,1
GH01149,Northern,Maize,1.51,30,3,0,1,0,0,1,1,0.714,329,462,0.7538,1
GH01150,Upper East,Maize,0.35,15,4,1,0,0,1,0,1,0.533,62,100,0.7048,1
GH01151,Ashanti,Maize,5.49,10,4,1,1,0,0,0,0,0.686,1646,2007,0.5796,0
GH01152,Ashanti,Maize,3.9,10,5,0,1,0,2,0,1,0.693,999,1154,0.7963,0
GH01153,Western,Plantain,2.49,27,8,0,0,0,1,0,1,0.949,1207,694,0.5269,0
GH01154,Brong-Ahafo,Cassava,6.93,18,7,1,0,0,2,1,1,0.83,1935,727,0.7288,1
GH01155,Ashanti,Maize,0.92,5,7,1,1,0,0,0,0,0.85,342,410,0.5719,1
GH01156,Brong-Ahafo,Yam,6.83,4,2,1,1,0,2,1,1,0.8,7029,4493,0.83,1
GH01157,Ashanti,Cocoa,0.93,30,3,0,0,0,2,0,0,0.85,831,797,0.5102,1
GH01158,Eastern,Cocoa,2.15,26,4,0,1,0,1,0,1,0.86,1095,1017,0.7545,1
GH01159,Upper West,Yam,0.75,22,4,0,0,0,3,0,1,0.657,771,988,0.4271,1
GH01160,Central,Plantain,1.84,13,3,1,0,0,1,0,0,0.802,1003,1077,0.5757,1
GH01161,Eastern,Cassava,2.39,2,5,1,0,0,2,1,1,0.712,1288,1696,0.4292,1
GH01162,Upper East,Rice,1.64,2,3,0,0,0,2,1,1,0.546,1390,1672,0.5687,0
GH01163,Northern,Maize,3.0,8,8,1,0,0,1,1,0,0.659,601,901,0.6896,1
GH01164,Volta,Maize,1.95,11,8,0,1,0,0,0,0,0.678,575,769,0.5003,0
GH01165,Volta,Yam,1.26,16,6,1,1,0,0,1,0,0.92,1056,584,0.8353,1
GH01166,Ashanti,Cocoa,1.23,41,3,1,1,0,3,0,1,0.87,761,1106,0.7985,1
GH01167,Upper West,Maize,3.21,12,9,0,1,0,2,1,0,0.6,894,633,0.7662,0
GH01168,Greater Accra,Cassava,1.15,24,11,1,0,0,1,0,1,0.816,561,577,0.6575,1
GH01169,Western,Plantain,3.46,14,4,0,1,0,2,0,0,0.923,1641,2346,0.4214,1
GH01170,Greater Accra,Maize,4.29,28,7,1,1,0,0,1,1,0.718,1458,812,0.9135,1
GH01171,Western,Cassava,0.57,18,8,0,0,0,0,0,0,0.865,290,385,0.5133,1
GH01172,Upper West,Maize,4.03,14,6,0,0,0,3,1,1,0.555,1030,1487,0.7852,1
GH01173,Brong-Ahafo,Rice,7.71,13,5,1,0,0,1,0,0,0.76,6091,8068,0.7884,1
GH01174,Northern,Maize,2.17,30,6,1,0,0,1,1,0,0.654,468,600,0.7915,1
GH01175,Western,Cassava,2.77,22,6,1,1,0,3,0,0,0.748,1502,928,0.7993,1
GH01176,Volta,Cassava,3.77,21,5,1,0,1,1,0,0,0.646,2265,1786,0.7296,1
GH01177,Ashanti,Cassava,1.5,21,10,0,1,0,1,0,1,0.74,837,1015,0.4594,0
GH01178,Upper East,Yam,2.07,32,7,1,0,0,1,1,1,0.655,2102,929,0.6499,0
GH01179,Central,Cassava,0.73,9,4,1,1,0,2,0,1,0.87,429,586,0.9513,1
GH01180,Ashanti,Plantain,2.01,25,6,1,1,0,2,0,0,0.793,901,498,0.5032,1
GH01181,Eastern,Plantain,2.58,12,7,1,1,0,0,0,0,0.982,1311,1282,0.7359,0
GH01182,Brong-Ahafo,Rice,2.62,40,3,0,0,0,2,1,1,0.853,2716,1157,0.7386,1
GH01183,Upper West,Yam,3.84,34,5,1,0,0,2,0,1,0.693,3643,1902,0.7737,0
GH01184,Central,Maize,1.06,16,9,1,1,0,2,0,1,0.732,330,331,0.7574,1
GH01185,Volta,Yam,1.26,5,6,0,1,0,3,0,0,0.833,1431,1519,0.7314,1
GH01186,Ashanti,Cocoa,6.87,2,4,1,1,1,1,0,0,0.862,4113,2565,0.7824,1
GH01187,Central,Plantain,1.64,33,3,0,1,0,1,0,1,0.792,940,416,0.8097,1
GH01188,Brong-Ahafo,Cassava,2.1,12,6,1,1,0,2,1,0,0.772,969,930,0.7988,1
GH01189,Brong-Ahafo,Rice,1.74,31,6,1,1,1,1,0,0,0.667,1530,2002,0.7475,0
GH01190,Ashanti,Maize,1.03,38,5,1,1,0,0,0,1,0.708,250,135,0.7326,1
GH01191,Brong-Ahafo,Maize,5.68,20,7,1,1,0,0,0,1,0.638,1665,1881,0.849,1
GH01192,Northern,Rice,1.26,37,3,0,0,0,2,0,0,0.712,1047,799,0.5852,1
GH01193,Central,Plantain,0.83,35,3,1,1,0,0,0,0,0.844,428,613,0.8516,1
GH01194,Eastern,Cocoa,1.33,8,6,1,0,0,1,1,0,0.76,989,395,0.7559,1
GH01195,Eastern,Cocoa,0.45,21,3,1,0,0,0,0,1,0.876,284,100,0.5709,0
GH01196,Volta,Yam,1.15,13,9,1,1,0,2,0,1,0.75,889,399,0.6832,0
GH01197,Volta,Cassava,0.93,33,3,0,1,0,2,0,1,0.864,496,615,0.7062,1
GH01198,Greater Accra,Cassava,2.81,3,7,1,1,0,1,0,1,0.876,1801,2535,0.8359,1
GH01199,Central,Plantain,1.14,23,5,0,1,0,2,0,0,0.735,642,826,0.6261,1
GH01200,Ashanti,Cocoa,3.39,41,5,0,1,0,2,1,1,0.795,2606,3027,0.8497,1
GH01201,Western,Cassava,4.85,25,8,1,1,0,2,0,0,0.747,2286,844,0.6098,0
GH01202,Ashanti,Cocoa,3.15,32,6,0,1,0,1,0,1,0.88,2306,1283,0.8205,1
GH01203,Central,Plantain,1.57,5,7,1,1,0,2,1,1,0.937,660,939,0.8867,1
GH01204,Central,Maize,2.01,25,6,1,1,0,3,1,0,0.666,511,535,0.853,1
GH01205,Central,Plantain,0.63,18,6,1,1,0,0,0,1,0.84,340,293,0.759,0
GH01206,Brong-Ahafo,Yam,1.66,41,8,1,1,0,1,0,1,0.842,1065,1153,0.8926,1
GH01207,Upper West,Yam,1.0,20,6,0,0,0,1,0,0,0.485,1357,698,0.2984,0
GH01208,Brong-Ahafo,Maize,2.96,41,6,1,0,0,2,1,1,0.695,602,826,0.8979,1
GH01209,Northern,Rice,11.03,39,8,0,0,0,2,0,1,0.635,12309,10000,0.711,0
GH01210,Brong-Ahafo,Cassava,2.59,35,10,1,1,0,1,0,1,0.865,1132,980,0.6542,1
GH01211,Ashanti,Cassava,0.45,34,5,0,1,0,1,0,0,0.859,196,166,0.6397,1
GH01212,Volta,Yam,1.42,7,6,1,1,1,3,0,0,0.81,1318,1696,0.7995,1
GH01213,Brong-Ahafo,Maize,1.99,37,3,0,1,0,2,0,1,0.778,504,337,0.6626,0
GH01214,Volta,Yam,1.94,14,5,1,0,1,3,0,0,0.72,1719,799,0.7861,1
GH01215,Northern,Yam,1.09,10,5,0,0,0,2,0,1,0.766,1017,532,0.1982,0
GH01216,Ashanti,Cassava,2.16,36,8,0,0,0,1,1,0,0.761,1155,459,0.6989,0
GH01217,Western,Plantain,0.76,35,6,0,0,0,0,0,1,0.628,314,286,0.6034,0
GH01218,Brong-Ahafo,Yam,0.94,17,7,1,0,0,2,0,1,0.606,1107,1232,0.2857,0
GH01219,Volta,Yam,2.86,19,2,1,1,0,1,1,1,0.741,3697,5253,0.8389,1
GH01220,Brong-Ahafo,Rice,0.89,19,6,0,1,0,1,0,1,0.723,441,530,0.5539,0
GH01221,Volta,Maize,2.66,39,9,1,1,0,1,0,1,0.687,1012,1012,0.8941,1
GH01222,Ashanti,Cassava,0.7,33,4,1,1,0,3,0,1,0.827,424,567,0.7564,1
GH01223,Northern,Yam,6.27,8,2,1,0,0,0,1,1,0.731,6646,9109,0.7651,1
GH01224,Upper West,Maize,1.06,24,5,1,0,0,1,1,1,0.626,260,300,0.7763,1
GH01225,Western,Cassava,1.56,24,7,1,1,1,2,0,0,0.892,846,311,0.7849,1
GH01226,Volta,Maize,2.3,19,5,1,1,0,3,0,1,0.644,753,490,0.875,1
GH01227,Upper West,Maize,1.23,8,5,1,1,0,3,1,1,0.548,519,365,0.6946,1
GH01228,Volta,Cassava,2.01,41,7,1,1,0,2,0,0,0.836,1518,2272,0.8934,1
GH01229,Brong-Ahafo,Maize,2.73,25,4,1,1,0,0,0,0,0.739,526,451,0.9165,0
GH01230,Central,Cassava,3.57,15,8,1,1,0,1,0,0,0.878,1796,2181,0.8121,1
GH01231,Central,Cassava,3.17,6,4,0,0,0,3,1,0,0.889,1690,2157,0.672,1
GH01232,Eastern,Plantain,1.62,23,5,1,1,0,2,1,0,0.838,1036,1123,0.7677,1
GH01233,Eastern,Plantain,1.64,23,7,0,1,0,2,1,0,0.952,813,262,0.8981,1
GH01234,Northern,Maize,9.43,11,8,1,1,0,1,1,0,0.572,2222,718,0.8117,1
GH01235,Brong-Ahafo,Yam,3.54,27,8,1,0,0,0,1,1,0.684,3607,4626,0.6343,1
GH01236,Upper East,Maize,0.96,16,7,1,1,0,2,0,0,0.424,246,292,0.7455,1
GH01237,Brong-Ahafo,Yam,1.95,39,5,1,0,0,2,0,1,0.81,2353,2220,0.7459,0
GH01238,Central,Maize,1.44,2,3,0,1,0,3,1,1,0.744,590,353,0.797,1
GH01239,Northern,Yam,1.66,15,4,1,1,0,2,0,1,0.736,1978,799,0.6782,1
GH01240,Upper West,Maize,0.77,37,9,0,0,0,2,1,1,0.61,254,126,0.444,0
GH01241,Upper East,Yam,1.37,32,9,0,0,0,2,1,1,0.558,1722,1716,0.4142,0
GH01242,Upper East,Rice,6.48,29,10,1,0,0,2,0,1,0.501,5726,5468,0.5284,1
GH01243,Brong-Ahafo,Maize,2.73,35,3,1,1,0,0,0,1,0.798,697,996,0.848,1
GH01244,Northern,Yam,0.32,36,6,1,1,0,3,0,1,0.631,303,439,0.7418,1
GH01245,Ashanti,Plantain,4.27,40,7,0,1,0,2,0,0,0.846,2624,2601,0.6158,1
GH01246,Eastern,Plantain,3.91,24,7,0,1,0,3,1,1,0.873,2085,2731,0.7123,1
GH01247,Eastern,Maize,1.42,20,7,0,0,0,2,0,1,0.786,317,404,0.7027,1
GH01248,Ashanti,Cassava,3.01,19,8,1,0,0,0,1,1,0.747,1994,2398,0.668,0
GH01249,Brong-Ahafo,Rice,1.0,16,5,0,0,0,0,0,0,0.792,685,565,0.163,0
GH01250,Western,Cocoa,1.31,2,4,0,1,0,1,1,0,0.926,716,549,0.6554,0
GH01251,Western,Cocoa,5.2,26,4,1,1,0,1,0,0,0.889,3026,1867,0.7392,1
GH01252,Central,Cassava,1.51,27,2,1,1,0,1,0,1,0.891,841,1198,0.8375,1
GH01253,Ashanti,Plantain,0.49,36,5,1,1,0,2,0,1,0.883,295,384,0.7825,1
GH01254,Brong-Ahafo,Rice,1.74,16,3,1,0,0,1,0,0,0.718,1481,759,0.7122,1
GH01255,Eastern,Maize,1.72,5,5,0,1,0,0,0,1,0.73,424,256,0.5345,1
GH01256,Western,Cassava,4.22,16,7,1,0,0,3,1,1,1.0,1858,1854,0.7854,1
GH01257,Brong-Ahafo,Yam,1.84,39,9,1,0,0,1,0,1,0.856,2141,1705,0.6599,1
GH01258,Upper West,Rice,1.36,40,8,1,1,0,2,0,0,0.606,1081,602,0.7545,1
GH01259,Ashanti,Cassava,3.79,2,4,1,1,0,0,0,1,0.87,2125,2655,0.7672,1
GH01260,Western,Cocoa,1.98,23,3,1,1,1,2,1,0,0.785,1358,410,0.8422,1
GH01261,Eastern,Cassava,1.08,12,4,0,1,0,0,0,1,0.767,601,428,0.6026,1
GH01262,Upper West,Maize,4.09,39,11,1,1,0,2,0,0,0.49,1224,1732,0.636,1
GH01263,Central,Maize,2.09,38,6,1,0,0,2,0,1,0.813,861,1044,0.8242,1
GH01264,Northern,Maize,1.83,27,4,1,0,0,3,0,1,0.639,549,429,0.4562,1
GH01265,Brong-Ahafo,Rice,2.06,28,8,1,0,0,1,0,0,0.837,1539,2177,0.541,1
GH01266,Brong-Ahafo,Cassava,0.86,14,5,1,0,0,0,0,1,0.763,467,645,0.5361,0
GH01267,Western,Plantain,1.26,8,9,1,0,0,3,0,0,0.935,514,187,0.7621,1
GH01268,Volta,Yam,1.83,9,4,1,0,0,1,0,0,0.802,1491,676,0.6879,0
GH01269,Volta,Cassava,1.59,24,5,1,1,0,1,0,1,0.977,1043,798,0.8406,1
GH01270,Northern,Rice,4.44,27,6,1,0,0,2,0,1,0.768,3815,5399,0.5267,0
GH01271,Upper West,Rice,2.12,28,9,1,0,0,0,0,0,0.729,2102,2760,0.5021,0
GH01272,Ashanti,Cassava,3.31,10,9,0,1,0,1,0,0,0.882,1173,419,0.7999,1
GH01273,Central,Plantain,1.83,39,6,1,1,1,1,0,0,0.778,742,679,0.8192,0
GH01274,Central,Cassava,3.82,14,4,0,1,1,1,0,1,0.863,2125,2474,0.78,1
GH01275,Northern,Rice,2.41,8,5,1,0,0,1,1,0,0.815,1630,1029,0.6168,1
GH01276,Central,Cassava,1.84,12,11,1,1,0,1,0,1,0.881,691,806,0.621,0
GH01277,Brong-Ahafo,Rice,1.81,11,6,0,1,0,2,1,1,0.684,1150,855,0.5839,0
GH01278,Northern,Yam,0.93,34,8,1,1,0,3,0,0,0.662,877,552,0.6034,1
GH01279,Upper West,Yam,2.6,40,5,1,1,0,0,0,0,0.531,2837,2188,0.6228,0
GH01280,Eastern,Maize,1.77,4,6,1,1,0,2,0,1,0.697,660,951,0.7527,0
GH01281,Brong-Ahafo,Yam,1.28,30,5,0,0,0,3,0,0,0.783,1019,1413,0.5478,1
GH01282,Brong-Ahafo,Yam,3.95,38,7,1,0,0,2,0,1,0.809,3185,4449,0.7896,1
GH01283,Brong-Ahafo,Maize,0.76,17,9,1,1,0,3,0,1,0.666,150,210,0.9074,1
GH01284,Central,Maize,1.36,17,6,1,1,0,1,0,0,0.745,421,216,0.9092,1
GH01285,Upper East,Yam,3.74,8,6,0,0,0,2,0,1,0.471,3864,5314,0.3738,1
GH01286,Northern,Rice,2.27,16,5,1,0,0,2,0,1,0.625,1484,823,0.6959,0
GH01287,Upper East,Yam,1.76,39,4,1,0,0,1,0,0,0.429,1479,1931,0.5996,1
GH01288,Eastern,Plantain,2.17,7,10,1,1,1,2,1,0,0.801,1067,1014,0.8889,1
GH01289,Volta,Cassava,2.07,19,5,0,0,0,2,0,0,0.786,1072,630,0.6114,0
GH01290,Brong-Ahafo,Rice,0.63,20,8,1,1,0,1,0,0,0.61,404,314,0.5443,1
GH01291,Greater Accra,Maize,1.43,3,7,1,1,0,0,1,1,0.734,411,337,0.9065,1
GH01292,Upper West,Rice,5.65,4,8,0,0,0,2,0,1,0.605,3317,3913,0.6185,0
GH01293,Brong-Ahafo,Yam,1.15,26,10,1,1,0,2,1,0,0.734,1171,1203,0.8579,1
GH01294,Ashanti,Maize,1.46,37,7,1,1,0,2,0,1,0.753,391,501,0.8675,0
GH01295,Volta,Maize,1.25,29,9,0,0,0,2,0,0,0.753,375,291,0.5162,0
GH01296,Central,Plantain,1.71,39,4,0,0,0,1,0,0,0.716,1071,1277,0.5496,1
GH01297,Upper East,Maize,1.21,29,7,1,1,0,1,0,0,0.622,311,389,0.7367,1
GH01298,Ashanti,Cassava,2.56,33,8,1,0,0,3,0,0,0.79,1344,505,0.692,0
GH01299,Upper East,Maize,2.09,37,4,1,0,0,2,0,1,0.517,350,263,0.6722,1
GH01300,Central,Cassava,3.13,40,7,0,1,0,2,0,0,0.691,2291,3123,0.6799,1
GH01301,Ashanti,Maize,0.87,37,8,0,1,0,3,0,0,0.744,152,174,0.6514,1
GH01302,Northern,Yam,1.44,24,8,1,0,0,3,0,0,0.676,1427,1145,0.788,1
GH01303,Brong-Ahafo,Maize,1.56,3,5,0,1,0,0,1,1,0.741,212,110,0.6666,1
GH01304,Eastern,Maize,2.51,11,7,0,0,0,1,0,1,0.779,582,242,0.4264,1
GH01305,Ashanti,Cassava,1.05,7,5,1,1,0,0,1,1,0.788,743,427,0.7995,1
GH01306,Brong-Ahafo,Maize,3.46,9,7,1,0,1,1,0,0,0.725,1180,700,0.4323,0
GH01307,Central,Plantain,4.18,16,6,1,1,0,2,0,1,0.761,2522,1878,0.8701,1
GH01308,Ashanti,Cassava,0.91,30,6,1,1,0,0,0,0,0.815,459,235,0.7318,1
GH01309,Volta,Cassava,1.29,29,5,0,1,0,3,1,1,0.741,901,428,0.7687,1
GH01310,Ashanti,Cassava,1.26,23,4,0,1,0,2,1,0,0.725,696,914,0.6623,0
GH01311,Greater Accra,Maize,11.5,35,4,1,1,0,2,0,1,0.875,3632,2177,0.7762,1
GH01312,Brong-Ahafo,Cassava,1.35,21,3,1,1,0,0,0,0,0.654,1084,1056,0.8584,1
GH01313,Central,Plantain,5.9,34,6,1,0,0,0,0,0,0.892,3622,1953,0.7124,1
GH01314,Western,Cassava,0.75,16,8,0,1,0,2,0,1,0.887,389,346,0.8679,1
GH01315,Brong-Ahafo,Maize,0.91,8,2,1,0,0,2,0,0,0.688,278,176,0.4932,0
GH01316,Western,Plantain,1.13,25,3,1,1,0,3,1,0,0.932,729,295,0.8949,1
GH01317,Brong-Ahafo,Yam,1.01,27,5,1,1,0,2,0,0,0.706,1145,1693,0.8107,0
GH01318,Upper West,Rice,1.51,11,7,1,1,1,1,1,0,0.561,1415,1202,0.7977,1
GH01319,Northern,Maize,1.11,16,4,1,0,0,1,0,0,0.519,387,299,0.3862,0
GH01320,Volta,Cassava,1.03,38,4,0,1,0,3,1,1,0.779,814,439,0.6373,1
GH01321,Northern,Rice,4.1,25,4,1,0,1,0,0,1,0.558,2700,2415,0.89,1
GH01322,Northern,Maize,4.29,12,5,1,0,0,2,0,0,0.552,1358,1443,0.3865,0
GH01323,Brong-Ahafo,Cassava,3.54,41,4,1,0,0,2,0,0,0.775,2029,1350,0.9167,1
GH01324,Brong-Ahafo,Cassava,2.63,22,5,1,1,0,1,0,1,0.778,1274,1117,0.7136,1
GH01325,Volta,Cassava,1.94,41,7,1,1,0,1,0,1,0.88,887,518,0.9229,1
GH01326,Central,Plantain,1.29,39,6,1,1,0,3,1,0,0.924,865,807,0.9157,0
GH01327,Eastern,Plantain,0.93,16,3,0,0,0,3,1,0,0.869,373,464,0.7059,0
GH01328,Upper West,Yam,2.35,16,7,1,0,1,3,0,1,0.598,1701,633,0.5911,1
GH01329,Central,Plantain,0.8,38,6,1,1,0,1,0,0,0.818,358,330,0.7359,1
GH01330,Western,Cocoa,0.91,15,10,1,1,0,0,1,1,0.858,413,322,0.762,1
GH01331,Upper East,Maize,4.08,22,4,0,0,0,3,0,1,0.52,941,366,0.5178,1
GH01332,Northern,Yam,6.89,21,7,1,1,1,0,1,1,0.579,5483,7833,0.8306,1
GH01333,Volta,Yam,2.4,34,7,0,1,0,2,0,0,0.744,2461,1506,0.5894,1
GH01334,Ashanti,Cocoa,3.95,4,4,1,0,1,1,1,0,0.765,3593,3512,0.5945,1
GH01335,Brong-Ahafo,Rice,1.53,41,9,1,0,0,2,0,1,0.685,1093,817,0.5843,1
GH01336,Greater Accra,Maize,0.71,24,6,1,1,0,1,0,1,0.891,231,144,0.8411,0
GH01337,Brong-Ahafo,Cassava,2.8,24,7,0,0,0,3,0,0,0.67,1691,1577,0.3618,0
GH01338,Upper West,Rice,2.71,28,3,1,1,0,3,1,0,0.527,1220,1375,0.6364,1
GH01339,Volta,Yam,1.92,36,4,1,0,0,1,0,0,0.852,1722,2140,0.6722,1
GH01340,Eastern,Maize,1.54,26,6,1,0,0,0,0,0,0.734,395,419,0.2439,0
GH01341,Central,Plantain,3.57,33,5,1,0,0,2,0,1,0.96,1937,1804,0.7694,1
GH01342,Western,Cassava,0.91,23,6,1,0,0,1,1,0,0.747,532,656,0.6651,1
GH01343,Eastern,Plantain,1.06,9,5,1,0,0,3,0,1,0.831,570,525,0.718,1
GH01344,Greater Accra,Cassava,0.9,39,7,1,1,0,0,0,0,0.927,388,570,0.8091,1
GH01345,Central,Cassava,1.93,19,6,1,1,0,0,1,1,0.768,885,825,0.6608,0
GH01346,Volta,Maize,0.85,29,2,1,1,0,2,1,1,0.864,165,112,0.8608,1
GH01347,Northern,Rice,1.13,29,7,1,0,0,2,0,1,0.604,927,775,0.6842,0
GH01348,Upper West,Maize,1.11,12,5,1,1,0,1,1,1,0.631,285,253,0.7839,0
GH01349,Upper West,Yam,1.52,13,5,1,0,0,1,0,1,0.556,1695,1085,0.3806,1
GH01350,Central,Maize,0.64,3,3,1,1,0,1,0,1,0.909,202,100,0.785,0
GH01351,Eastern,Cassava,1.94,38,4,1,1,0,1,0,1,0.839,951,778,0.8946,0
GH01352,Volta,Cassava,4.36,5,4,1,0,0,1,0,1,0.948,2418,3328,0.5013,0
GH01353,Eastern,Cocoa,2.0,35,10,1,0,0,2,0,0,0.929,1350,819,0.3791,0
GH01354,Upper West,Maize,5.36,24,5,1,0,1,0,0,1,0.657,1156,849,0.8606,1
GH01355,Western,Cassava,4.64,14,2,0,0,0,1,0,0,0.764,2046,2474,0.5117,1
GH01356,Northern,Rice,3.14,8,3,1,0,0,2,0,1,0.642,1389,554,0.4916,1
GH01357,Upper West,Maize,1.92,33,3,1,1,0,0,0,1,0.565,491,633,0.652,0
GH01358,Upper West,Yam,1.85,24,6,1,1,0,3,0,0,0.612,1643,1913,0.6944,0
GH01359,Volta,Cassava,3.11,9,4,1,0,0,2,0,1,0.792,1275,1224,0.7595,0
GH01360,Eastern,Plantain,1.39,38,6,1,1,0,0,0,1,0.753,815,449,0.5996,0
GH01361,Ashanti,Cocoa,0.49,35,5,1,0,1,3,1,0,0.822,382,157,0.784,1
GH01362,Eastern,Cocoa,2.57,30,8,0,1,0,2,0,1,0.827,2014,1164,0.8744,1
GH01363,Upper East,Maize,0.83,38,5,1,0,0,2,1,1,0.484,262,318,0.7835,1
GH01364,Eastern,Maize,0.93,24,5,0,1,0,3,0,0,0.829,258,366,0.7506,1
GH01365,Upper West,Maize,1.82,39,7,1,1,0,3,0,1,0.608,504,597,0.8196,1
GH01366,Central,Cassava,1.7,30,5,0,1,0,1,0,0,0.905,1041,971,0.7109,1
GH01367,Northern,Maize,0.68,6,8,1,0,0,1,0,1,0.654,214,308,0.4019,1
GH01368,Brong-Ahafo,Cassava,2.05,41,7,0,0,0,1,1,1,0.643,1297,1679,0.5649,0
GH01369,Upper West,Yam,3.58,12,5,1,1,0,2,0,1,0.543,3577,3888,0.7713,1
GH01370,Northern,Rice,0.83,15,6,1,1,0,3,0,0,0.767,540,187,0.6028,0
GH01371,Brong-Ahafo,Yam,4.44,3,11,1,1,0,0,0,1,0.813,4688,3025,0.7059,1
GH01372,Central,Maize,0.61,36,7,0,1,0,0,0,1,0.66,150,100,0.6725,1
GH01373,Upper West,Maize,8.02,36,9,0,0,0,2,1,1,0.628,2516,1803,0.8755,0
GH01374,Greater Accra,Cassava,1.37,29,4,1,0,0,1,0,1,0.798,761,584,0.6703,0
GH01375,Brong-Ahafo,Maize,2.02,9,6,0,0,1,1,0,1,0.562,566,808,0.6574,0
GH01376,Western,Cassava,0.48,33,9,1,0,0,1,1,1,0.973,232,276,0.8475,1
GH01377,Upper East,Maize,1.74,5,5,1,0,0,1,0,0,0.571,579,654,0.3705,1
GH01378,Western,Cassava,2.14,8,11,1,1,0,3,0,0,0.857,1331,1081,0.5171,0
GH01379,Eastern,Plantain,1.72,40,3,0,1,1,3,0,1,0.724,770,543,0.8284,0
GH01380,Greater Accra,Cassava,1.23,28,9,1,1,0,1,0,1,0.773,487,216,0.8526,1
GH01381,Volta,Cassava,0.94,38,5,1,0,0,3,0,0,0.653,511,431,0.4573,1
GH01382,Northern,Rice,4.02,18,3,1,1,0,1,0,0,0.748,4029,2201,0.7832,0
GH01383,Upper East,Rice,1.86,11,9,1,0,1,2,1,1,0.454,1126,866,0.8036,1
GH01384,Brong-Ahafo,Maize,5.36,5,4,1,0,0,1,1,1,0.859,1627,793,0.7276,0
GH01385,Eastern,Plantain,1.26,24,2,1,1,0,2,0,1,0.746,531,378,0.8701,1
GH01386,Brong-Ahafo,Cassava,1.34,15,3,1,0,1,1,0,1,0.682,560,197,0.6986,0
GH01387,Brong-Ahafo,Maize,3.22,6,7,1,0,1,1,0,1,0.726,1060,326,0.7226,1
GH01388,Ashanti,Maize,0.59,3,11,1,1,0,3,0,0,0.71,185,249,0.7953,0
GH01389,Ashanti,Maize,0.78,25,3,1,0,0,1,0,1,0.773,210,225,0.4317,0
GH01390,Western,Plantain,3.93,19,6,0,1,0,3,0,1,0.78,2293,2305,0.6153,1
GH01391,Brong-Ahafo,Rice,0.8,28,4,1,0,0,0,0,0,0.725,737,675,0.7197,1
